num_passengers,purchase_lead,length_of_stay,flight_hour,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_day_num,sales_channel_encoded,trip_type_encoded,route_encoded,booking_origin_encoded
1,28,29,0,0,0,0,8.83,0,7,0,0,0.00702,0.35744
1,8,60,20,1,0,0,8.83,0,1,0,0,0.00702,0.35744
2,28,32,8,1,0,0,8.83,0,2,0,0,0.00702,0.00092
1,41,19,23,1,0,1,8.83,0,4,0,0,0.00702,0.35744
1,68,1,6,1,0,1,8.83,0,2,0,1,0.00702,0.35744
1,0,23,0,1,0,0,8.83,1,2,0,0,0.00702,0.35744
1,214,19,9,0,0,0,8.83,0,1,0,0,0.00702,0.35744
2,70,25,6,0,0,0,8.83,0,5,0,0,0.00702,0.35744
1,66,22,9,1,0,0,8.83,0,3,0,0,0.00702,0.35744
3,41,17,11,0,0,0,8.83,0,5,0,0,0.00702,0.35744
1,22,23,8,0,0,0,8.83,0,1,0,0,0.00702,0.35744
1,152,19,1,0,0,0,8.83,0,7,0,0,0.00702,0.35744
1,29,63,15,1,0,0,8.83,0,6,0,0,0.00702,0.35744
1,183,23,9,1,0,1,8.83,0,4,0,0,0.00702,0.35744
1,37,20,14,1,1,1,8.83,0,5,0,0,0.00702,0.0406
1,71,116,3,1,1,1,8.83,0,6,0,0,0.00702,0.35744
1,68,33,5,1,0,0,8.83,0,3,1,0,0.00702,0.35744
1,68,33,5,1,0,0,8.83,0,3,1,0,0.00702,0.35744
1,24,38,13,1,1,0,8.83,0,5,0,0,0.00702,0.35744
2,58,18,22,1,0,1,8.83,1,4,0,0,0.00702,0.35744
2,174,30,0,1,0,1,8.83,0,7,0,0,0.00702,0.35744
2,19,18,6,1,0,0,8.83,0,5,0,0,0.00702,0.35744
1,55,26,3,1,0,0,8.83,0,3,1,0,0.00702,0.35744
2,13,22,4,1,1,1,8.83,0,3,0,0,0.00702,0.35744
1,13,21,15,1,0,1,8.83,0,3,0,0,0.00702,0.35744
1,51,31,10,1,0,1,8.83,0,4,0,0,0.00702,0.35744
1,59,20,14,0,1,0,8.83,0,7,0,0,0.00702,0.35744
1,33,25,6,1,1,1,8.83,1,6,0,0,0.00702,0.0406
2,221,42,12,0,0,0,8.83,0,1,0,0,0.00702,0.35744
4,70,22,10,1,0,0,8.83,0,2,0,0,0.00702,0.35744
1,56,27,13,1,0,0,8.83,1,4,1,0,0.00702,0.0406
1,79,17,8,0,0,0,8.83,1,7,0,0,0.00702,0.35744
2,171,18,6,1,0,0,8.83,0,4,0,0,0.00702,0.35744
1,39,171,10,1,0,1,8.83,0,3,0,0,0.00702,0.0406
1,121,30,1,0,0,1,8.83,0,3,0,0,0.00702,0.35744
1,66,33,13,1,0,1,8.83,0,4,0,0,0.00702,0.35744
1,57,18,15,1,0,1,8.83,0,3,1,0,0.00702,2e-05
1,21,89,2,1,1,1,8.83,0,6,1,0,0.00702,0.0406
1,9,21,14,1,0,0,8.83,0,4,0,0,0.00702,0.35744
1,25,23,3,1,0,0,8.83,0,3,0,0,0.00702,0.35744
1,120,17,12,0,0,0,8.83,0,5,0,0,0.00702,0.35744
2,278,20,7,1,1,1,8.83,1,3,0,0,0.00702,0.0406
2,53,32,7,1,0,1,8.83,0,2,0,0,0.00702,0.35744
1,30,43,8,1,0,1,8.83,0,5,0,0,0.00702,0.35744
2,251,38,0,0,0,0,8.83,0,1,0,0,0.00702,0.35744
1,142,46,15,0,1,0,8.83,0,6,0,0,0.00702,0.35744
2,149,19,3,1,0,0,8.83,0,7,0,0,0.00702,0.35744
1,11,17,14,0,0,1,8.83,0,3,0,0,0.00702,0.35744
1,29,19,11,1,0,1,8.83,0,2,0,0,0.00702,0.35744
1,7,30,5,0,0,0,8.83,0,2,0,0,0.00702,0.35744
1,26,29,16,1,1,0,8.83,0,3,0,0,0.00702,0.35744
1,74,20,9,0,0,0,8.83,0,4,0,0,0.00702,0.00102
2,290,40,6,0,0,0,8.83,0,4,0,0,0.00702,0.35744
1,89,63,7,0,0,0,8.83,0,4,0,0,0.00702,0.35744
1,262,17,2,1,1,0,8.83,0,1,0,0,0.00702,0.0406
2,24,19,11,0,0,0,8.83,0,2,0,0,0.00702,0.35744
1,84,29,7,1,0,1,8.83,0,3,0,0,0.00702,0.35744
2,106,20,3,1,0,1,8.83,0,1,0,0,0.00702,0.35744
2,7,20,4,1,1,1,7.42,0,6,0,0,0.00038,0.0406
4,95,19,1,1,1,0,7.42,0,7,0,0,0.00038,0.0406
1,13,17,6,0,1,1,7.42,0,6,0,0,0.00038,0.00088
1,121,59,8,0,0,0,7.42,1,4,0,0,0.00038,0.00088
1,8,22,5,1,0,0,7.42,1,7,0,0,0.00038,0.0406
1,10,17,8,0,0,0,7.42,0,3,1,0,0.00038,0.00114
1,36,57,8,1,0,0,7.42,1,3,0,0,0.00038,0.0406
1,15,17,13,1,1,0,7.42,0,4,0,0,0.00038,0.00118
1,161,171,0,0,0,0,8.83,0,1,0,0,0.0131,0.35744
2,54,29,1,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,8,58,3,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,5,31,9,1,0,0,8.83,0,5,0,0,0.0131,0.35744
1,14,18,11,0,0,1,8.83,0,3,0,0,0.0131,0.35744
1,56,26,1,0,0,0,8.83,0,6,1,0,0.0131,0.35744
1,14,176,23,1,1,1,8.83,0,6,0,0,0.0131,0.02148
1,11,29,12,1,0,0,8.83,0,4,0,0,0.0131,0.35744
1,20,89,6,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,6,66,11,1,0,0,8.83,0,7,0,0,0.0131,0.35744
4,82,21,6,1,1,1,8.83,0,3,0,0,0.0131,0.35744
1,133,23,1,0,0,1,8.83,0,3,0,0,0.0131,0.35744
1,10,89,23,1,0,0,8.83,0,7,0,0,0.0131,0.35744
1,88,29,6,1,1,0,8.83,0,7,0,0,0.0131,0.35744
1,4,28,12,1,0,1,8.83,0,3,0,0,0.0131,0.35744
1,105,18,5,1,0,1,8.83,0,6,1,0,0.0131,0.35744
1,29,27,3,0,0,0,8.83,0,6,0,0,0.0131,0.35744
1,18,30,3,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,222,21,8,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,105,18,8,0,0,0,8.83,0,6,0,0,0.0131,0.35744
1,17,58,0,1,1,0,8.83,0,5,0,0,0.0131,0.35744
2,0,18,5,1,0,0,8.83,0,5,0,0,0.0131,0.35744
1,107,19,5,1,0,1,8.83,0,4,0,0,0.0131,0.35744
2,181,17,4,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,294,18,3,1,1,1,8.83,0,5,0,0,0.0131,0.35744
4,315,21,3,1,1,1,8.83,0,6,0,0,0.0131,0.00346
1,21,28,11,0,0,0,8.83,0,1,0,0,0.0131,0.35744
1,140,38,7,1,1,1,8.83,0,2,0,0,0.0131,0.35744
1,40,91,12,1,0,1,8.83,0,5,0,0,0.0131,0.35744
1,131,18,2,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,71,21,18,1,0,0,8.83,0,4,0,0,0.0131,0.35744
2,64,21,10,1,0,0,8.83,0,6,0,0,0.0131,0.35744
2,390,18,3,1,1,0,8.83,0,7,0,0,0.0131,0.35744
1,16,24,14,1,0,1,8.83,1,2,0,0,0.0131,0.00912
1,26,24,11,0,0,0,8.83,0,3,0,0,0.0131,0.35744
1,50,37,5,1,0,1,8.83,0,6,0,0,0.0131,0.35744
1,136,64,4,1,1,1,8.83,0,6,0,0,0.0131,0.0406
1,41,18,23,0,1,0,8.83,0,7,0,0,0.0131,0.35744
3,78,18,1,1,0,1,8.83,0,1,0,0,0.0131,0.35744
2,214,91,9,1,0,1,8.83,0,4,0,0,0.0131,0.35744
1,43,17,5,0,1,0,8.83,0,4,1,0,0.0131,0.35744
3,29,72,4,1,0,0,8.83,0,7,0,0,0.0131,0.0406
1,4,53,6,1,0,1,8.83,0,4,0,0,0.0131,0.35744
1,17,90,11,0,0,0,8.83,0,7,1,0,0.0131,0.0406
1,68,29,9,1,1,1,8.83,0,6,0,0,0.0131,0.35744
3,150,17,1,1,0,0,8.83,0,7,0,0,0.0131,0.35744
1,81,23,6,0,0,0,8.83,0,4,0,0,0.0131,0.35744
1,6,31,11,1,0,1,8.83,0,2,0,0,0.0131,0.35744
2,146,25,3,1,1,1,8.83,0,1,0,0,0.0131,0.35744
1,58,18,1,1,0,0,8.83,0,3,0,0,0.0131,0.35744
2,125,24,0,0,1,1,8.83,0,1,0,0,0.0131,0.35744
1,20,49,5,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,56,30,1,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,66,18,15,0,0,0,8.83,1,2,0,0,0.0131,0.0406
1,41,21,4,1,0,0,8.83,0,4,0,0,0.0131,0.35744
1,23,21,6,0,0,0,8.83,0,5,0,0,0.0131,0.35744
1,4,34,9,0,0,0,8.83,0,7,1,0,0.0131,0.35744
2,22,17,2,1,0,0,8.83,0,6,0,0,0.0131,0.35744
2,139,23,10,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,4,17,23,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,11,89,6,1,0,0,8.83,0,3,0,0,0.0131,0.35744
1,26,45,10,1,0,1,8.83,0,3,0,0,0.0131,0.35744
1,15,28,12,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,61,87,10,1,1,1,8.83,0,1,0,0,0.0131,0.35744
1,88,30,9,0,0,0,8.83,0,4,0,0,0.0131,0.35744
3,115,18,0,1,0,0,8.83,0,6,0,0,0.0131,0.35744
3,118,28,0,1,1,0,8.83,0,4,0,0,0.0131,0.35744
1,4,18,9,0,1,0,8.83,0,4,1,0,0.0131,0.35744
1,21,86,6,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,43,41,5,0,0,0,8.83,0,1,0,0,0.0131,0.35744
1,95,23,6,1,0,0,8.83,1,1,0,0,0.0131,0.35744
1,27,46,3,1,1,1,8.83,0,4,0,0,0.0131,0.35744
2,244,23,11,1,1,1,8.83,0,1,0,0,0.0131,0.35744
1,40,27,13,0,0,0,8.83,0,6,0,0,0.0131,0.35744
1,208,44,3,1,0,0,8.83,0,3,0,0,0.0131,0.35744
1,26,175,0,1,0,0,8.83,0,3,0,0,0.0131,0.35744
1,89,17,5,0,0,0,8.83,0,4,0,0,0.0131,0.35744
1,47,29,9,0,1,1,8.83,0,1,0,0,0.0131,0.35744
2,60,21,7,1,0,0,8.83,0,1,0,0,0.0131,0.35744
4,113,17,6,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,88,21,7,0,0,0,8.83,0,4,0,0,0.0131,0.35744
2,83,41,11,1,0,0,8.83,0,3,0,0,0.0131,0.35744
1,209,43,9,1,0,1,8.83,0,3,0,0,0.0131,0.0406
1,48,19,12,0,1,0,8.83,0,5,0,0,0.0131,0.35744
1,58,19,1,0,0,1,8.83,0,7,1,0,0.0131,0.35744
2,167,25,11,1,0,1,8.83,0,1,0,0,0.0131,0.35744
1,20,28,7,1,0,0,8.83,0,2,0,0,0.0131,0.35744
2,10,26,3,0,1,0,8.83,0,3,0,0,0.0131,0.35744
2,134,23,0,1,0,1,8.83,0,5,0,0,0.0131,0.35744
2,51,21,1,1,1,0,8.83,0,2,0,0,0.0131,0.35744
1,64,17,6,0,0,1,8.83,0,4,0,0,0.0131,0.35744
1,14,21,23,0,1,0,8.83,0,4,0,0,0.0131,0.35744
1,13,83,13,1,0,0,8.83,0,4,0,0,0.0131,0.0406
1,199,49,2,0,0,0,8.83,0,5,0,0,0.0131,0.00912
1,116,31,13,1,0,0,8.83,0,2,0,0,0.0131,0.00054
1,19,17,1,1,0,1,8.83,0,3,0,0,0.0131,0.35744
1,182,28,22,0,1,0,8.83,0,5,0,0,0.0131,0.35744
1,6,27,23,0,1,1,8.83,0,4,0,0,0.0131,0.35744
2,17,23,3,0,0,0,8.83,0,3,0,0,0.0131,0.35744
1,45,28,7,1,1,1,8.83,0,5,0,0,0.0131,0.35744
1,72,32,5,0,1,1,8.83,1,2,0,0,0.0131,0.0406
2,25,19,12,1,1,1,8.83,0,3,0,0,0.0131,0.35744
1,34,29,1,1,0,0,8.83,0,2,0,0,0.0131,0.35744
1,15,20,5,1,1,0,8.83,0,4,0,0,0.0131,0.00264
2,57,17,2,1,1,0,8.83,0,3,0,0,0.0131,0.35744
1,70,33,22,1,1,1,8.83,0,4,0,0,0.0131,0.00346
1,187,20,8,0,1,1,8.83,0,7,0,0,0.0131,0.0406
1,20,21,10,0,0,1,8.83,0,6,0,0,0.0131,0.35744
2,18,66,4,1,0,0,8.83,0,4,0,0,0.0131,0.35744
2,56,22,9,1,1,0,8.83,0,2,0,0,0.0131,0.35744
2,21,22,3,1,1,1,8.83,0,7,0,0,0.0131,0.0406
3,22,32,3,1,1,1,8.83,1,2,0,0,0.0131,0.0406
2,46,23,2,0,0,0,8.83,1,2,0,0,0.0131,0.35744
1,115,22,3,1,0,1,8.83,0,6,0,0,0.0131,0.35744
1,37,21,9,1,1,1,8.83,0,1,0,0,0.0131,0.35744
1,34,17,6,1,1,1,8.83,1,7,1,0,0.0131,0.0406
3,319,25,8,1,1,1,8.83,0,5,0,0,0.0131,0.35744
1,14,76,3,1,0,0,8.83,0,1,0,0,0.0131,0.35744
2,316,30,23,0,0,0,8.83,0,3,0,0,0.0131,0.35744
2,334,22,6,1,1,1,8.83,0,7,0,0,0.0131,0.35744
1,58,29,12,0,0,0,8.83,0,4,0,0,0.0131,0.35744
2,116,20,22,1,1,0,8.83,0,2,0,0,0.0131,0.35744
1,104,30,2,1,1,1,8.83,0,7,0,0,0.0131,0.35744
1,12,30,0,0,0,0,8.83,0,3,0,0,0.0131,0.35744
1,92,28,6,1,1,1,8.83,1,7,0,0,0.0131,0.35744
1,10,87,4,1,1,0,8.83,0,2,0,0,0.0131,0.35744
1,3,21,7,1,0,0,8.83,0,5,0,0,0.0131,0.35744
4,113,21,1,1,1,1,8.83,0,7,0,0,0.0131,0.35744
1,56,31,14,1,0,1,8.83,0,1,0,0,0.0131,0.35744
1,132,31,10,1,0,0,8.83,0,5,0,0,0.0131,0.00346
2,281,19,5,1,0,1,8.83,0,3,0,0,0.0131,0.35744
2,35,25,10,1,1,0,8.83,0,2,0,0,0.0131,0.35744
1,53,17,7,1,0,0,8.83,0,7,0,0,0.0131,0.35744
1,13,29,2,1,1,1,8.83,0,2,0,0,0.0131,0.02148
1,95,23,17,1,0,0,8.83,0,6,0,0,0.0131,0.0406
1,35,19,7,0,0,0,8.83,0,1,0,0,0.0131,0.35744
1,44,17,6,0,0,0,8.83,0,1,0,0,0.0131,0.35744
2,106,27,5,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,16,22,11,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,62,18,9,1,0,0,8.83,0,5,0,0,0.0131,0.35744
2,220,47,17,1,1,1,8.83,0,2,0,0,0.0131,0.00024
1,131,55,2,1,1,0,8.83,0,6,0,0,0.0131,0.35744
1,72,53,14,1,0,0,8.83,0,3,0,0,0.0131,0.35744
1,155,26,7,1,1,0,8.83,0,5,0,0,0.0131,0.35744
1,7,42,2,1,1,1,8.83,0,5,1,0,0.0131,0.35744
2,122,17,8,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,74,20,1,1,0,0,8.83,0,5,0,0,0.0131,0.0406
1,51,26,23,0,0,0,8.83,0,1,0,0,0.0131,0.35744
1,8,91,8,0,0,0,8.83,0,7,0,0,0.0131,0.35744
1,49,28,5,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,153,29,1,1,0,1,8.83,0,2,0,0,0.0131,0.35744
1,25,21,5,0,0,0,8.83,1,1,0,0,0.0131,0.35744
2,107,35,8,1,0,1,8.83,0,1,0,0,0.0131,0.35744
2,4,21,0,1,0,1,8.83,0,6,0,0,0.0131,0.35744
1,101,28,5,1,1,1,8.83,0,5,0,0,0.0131,0.35744
2,311,44,21,1,1,1,8.83,0,7,0,0,0.0131,0.35744
2,189,18,2,0,0,1,8.83,0,4,0,0,0.0131,0.35744
1,5,19,11,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,125,17,9,0,1,1,8.83,0,5,0,0,0.0131,0.35744
1,300,23,12,1,0,0,8.83,0,1,0,0,0.0131,0.35744
2,162,24,5,1,1,1,8.83,0,1,0,0,0.0131,0.35744
2,115,27,4,0,1,0,8.83,0,7,0,0,0.0131,0.35744
2,41,32,3,1,1,0,8.83,0,6,0,0,0.0131,0.0406
1,13,19,1,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,36,23,12,1,1,0,8.83,0,1,0,0,0.0131,0.35744
1,2,29,17,1,0,1,8.83,0,6,0,0,0.0131,0.35744
2,101,32,1,1,0,1,8.83,0,5,0,0,0.0131,0.35744
1,46,18,6,1,1,0,8.83,0,4,0,0,0.0131,0.35744
1,161,21,3,1,0,0,8.83,0,3,1,0,0.0131,0.35744
2,21,18,11,1,1,1,8.83,0,3,0,0,0.0131,0.35744
2,39,31,9,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,29,28,22,1,1,1,8.83,0,5,0,0,0.0131,0.35744
1,392,21,0,0,0,0,8.83,0,1,0,0,0.0131,0.35744
3,269,48,11,1,1,1,8.83,0,4,0,0,0.0131,2e-05
1,11,30,0,1,1,0,8.83,0,7,0,0,0.0131,0.35744
1,156,29,8,0,1,1,8.83,0,1,1,0,0.0131,0.35744
2,86,23,4,1,1,0,8.83,0,1,0,0,0.0131,0.35744
5,184,23,23,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,11,40,1,0,0,0,8.83,0,3,0,0,0.0131,0.35744
1,144,32,1,1,0,1,8.83,0,7,0,0,0.0131,0.35744
1,16,17,8,0,0,1,8.83,0,3,0,0,0.0131,0.35744
2,24,106,22,1,1,0,8.83,0,5,0,0,0.0131,0.35744
2,206,1,16,1,1,1,8.83,0,1,0,1,0.0131,0.0777
1,192,18,2,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,51,22,9,1,0,0,8.83,0,3,0,0,0.0131,0.35744
3,102,29,3,1,0,0,8.83,0,3,0,0,0.0131,0.35744
1,196,27,23,1,0,0,8.83,0,2,0,0,0.0131,0.00018
1,34,17,12,1,0,1,8.83,0,4,0,0,0.0131,0.35744
3,49,19,13,1,0,0,8.83,0,1,0,0,0.0131,0.35744
2,290,27,4,0,0,0,8.83,0,3,0,0,0.0131,0.35744
1,126,85,7,0,0,0,8.83,0,3,0,0,0.0131,0.0406
1,22,37,11,1,0,1,8.83,0,4,0,0,0.0131,0.35744
1,8,52,6,1,0,0,8.83,0,4,0,0,0.0131,0.35744
1,111,21,22,1,0,0,8.83,0,2,0,0,0.0131,0.00034
1,20,89,8,1,0,0,8.83,0,6,0,0,0.0131,0.0406
1,17,28,5,0,0,0,8.83,0,5,0,0,0.0131,0.35744
1,26,29,3,0,0,0,8.83,0,4,0,0,0.0131,0.00264
1,50,30,7,1,0,0,8.83,0,1,0,0,0.0131,0.00912
1,6,25,6,0,0,0,8.83,0,6,0,0,0.0131,0.35744
1,82,20,10,1,0,1,8.83,0,3,0,0,0.0131,0.35744
1,7,33,4,0,0,0,8.83,0,7,0,0,0.0131,0.35744
1,41,37,13,0,0,0,8.83,0,2,1,0,0.0131,0.35744
1,41,74,12,1,0,0,8.83,0,6,0,0,0.0131,0.00116
1,25,22,1,1,0,0,8.83,0,5,0,0,0.0131,0.35744
1,93,19,3,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,103,30,15,0,1,0,8.83,0,7,0,0,0.0131,0.0406
1,121,24,8,1,0,0,8.83,1,6,0,0,0.0131,0.35744
1,24,21,15,1,0,0,8.83,0,1,0,0,0.0131,0.0406
6,123,20,10,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,46,37,22,0,1,0,8.83,0,2,0,0,0.0131,0.35744
1,109,19,3,1,1,0,8.83,1,7,0,0,0.0131,0.00114
1,35,78,12,1,1,1,8.83,1,1,0,0,0.0131,0.00024
1,57,19,4,1,0,0,8.83,0,2,0,0,0.0131,0.35744
1,130,42,12,1,0,1,8.83,0,4,0,0,0.0131,0.35744
1,7,28,6,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,4,83,11,1,1,1,8.83,0,3,0,0,0.0131,0.0406
1,8,92,8,1,1,1,8.83,1,4,0,0,0.0131,0.35744
1,76,28,4,0,0,0,8.83,0,1,0,0,0.0131,2e-05
1,20,166,7,1,0,0,8.83,0,2,0,0,0.0131,0.35744
1,63,17,4,1,0,1,8.83,0,1,0,0,0.0131,0.35744
1,33,31,0,1,0,0,8.83,0,4,0,0,0.0131,0.35744
3,120,26,13,0,1,0,8.83,0,1,0,0,0.0131,0.35744
1,23,18,5,0,0,0,8.83,0,5,0,0,0.0131,0.35744
1,56,26,1,0,0,0,8.83,0,6,1,0,0.0131,0.35744
1,24,29,3,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,51,29,5,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,43,23,17,0,0,0,8.83,0,7,0,0,0.0131,0.35744
1,135,20,3,0,0,1,8.83,0,7,0,0,0.0131,0.35744
1,22,22,0,1,0,1,8.83,1,6,0,0,0.0131,0.35744
1,19,18,9,0,0,0,8.83,0,3,0,0,0.0131,0.35744
2,63,22,16,0,0,0,8.83,0,2,0,0,0.0131,0.35744
3,197,29,7,1,0,1,8.83,0,7,1,0,0.0131,0.35744
1,46,85,14,1,1,0,8.83,0,1,1,0,0.0131,0.0406
1,83,28,8,0,0,0,8.83,0,5,0,0,0.0131,0.35744
2,47,24,6,1,1,1,8.83,0,7,1,0,0.0131,0.0406
1,65,20,20,0,1,0,8.83,0,1,0,0,0.0131,0.35744
1,86,19,5,0,1,0,8.83,0,1,0,0,0.0131,0.35744
1,26,22,7,0,1,0,8.83,0,2,0,0,0.0131,0.35744
1,59,49,10,0,0,0,8.83,0,5,0,0,0.0131,0.35744
1,2,62,7,0,0,1,8.83,0,5,1,0,0.0131,0.35744
1,4,27,4,0,0,1,8.83,0,5,0,0,0.0131,0.35744
1,64,20,7,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,111,56,6,0,0,1,8.83,0,2,0,0,0.0131,0.35744
1,71,20,3,1,0,1,8.83,0,4,0,0,0.0131,0.35744
1,12,37,11,0,0,1,8.83,1,1,1,0,0.0131,0.0406
1,115,19,21,0,0,1,8.83,0,2,1,0,0.0131,0.35744
1,16,18,2,1,1,1,8.83,0,3,0,0,0.0131,0.35744
1,91,21,6,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,27,25,15,1,0,1,8.83,0,3,0,0,0.0131,0.35744
2,181,27,22,1,1,1,8.83,0,3,0,0,0.0131,0.35744
3,142,30,23,1,1,0,8.83,0,1,0,0,0.0131,0.35744
2,207,29,11,1,1,0,8.83,0,6,0,0,0.0131,0.35744
1,24,27,9,1,1,1,8.83,0,4,0,0,0.0131,0.35744
2,170,26,3,1,0,0,8.83,0,4,0,0,0.0131,0.35744
2,125,34,10,0,0,1,8.83,0,3,0,0,0.0131,0.35744
1,5,91,3,1,0,0,8.83,0,5,0,0,0.0131,0.35744
2,119,17,1,1,1,1,8.83,0,4,0,0,0.0131,0.35744
4,109,35,7,1,0,1,8.83,0,5,0,0,0.0131,0.35744
2,8,29,5,1,0,0,8.83,0,5,0,0,0.0131,0.35744
1,7,28,22,0,0,1,8.83,0,3,0,0,0.0131,0.35744
1,186,21,12,1,0,0,8.83,0,5,0,0,0.0131,0.35744
1,23,28,10,0,1,0,8.83,0,3,0,0,0.0131,0.35744
1,66,21,1,0,0,1,8.83,0,5,0,0,0.0131,0.35744
2,95,40,9,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,37,22,23,0,0,1,8.83,0,7,0,0,0.0131,0.35744
2,39,25,11,1,1,0,8.83,0,6,0,0,0.0131,0.35744
1,5,89,9,1,0,0,8.83,0,1,0,0,0.0131,0.00264
2,81,88,9,1,0,0,8.83,0,5,0,0,0.0131,0.35744
1,13,30,5,0,1,0,8.83,0,4,0,0,0.0131,0.35744
1,84,56,1,1,1,1,8.83,0,1,0,0,0.0131,0.35744
1,77,41,12,0,0,0,8.83,0,1,0,0,0.0131,0.0406
4,120,38,13,1,1,1,8.83,0,4,0,0,0.0131,0.0406
2,237,27,12,1,1,1,8.83,0,7,1,0,0.0131,0.35744
2,19,26,11,1,0,1,8.83,0,5,0,0,0.0131,0.35744
1,48,25,13,1,1,1,8.83,0,2,0,0,0.0131,0.35744
1,82,43,11,0,0,1,8.83,0,4,0,0,0.0131,0.0406
2,49,17,14,1,0,0,8.83,0,2,0,0,0.0131,0.35744
2,76,27,13,1,0,1,8.83,0,3,0,0,0.0131,0.35744
1,33,36,6,0,0,0,8.83,0,3,1,0,0.0131,0.35744
1,24,26,12,1,1,1,8.83,0,4,0,0,0.0131,0.35744
2,78,89,3,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,3,19,3,0,0,0,8.83,0,1,1,0,0.0131,0.35744
1,164,25,8,0,0,1,8.83,0,5,0,0,0.0131,0.35744
1,57,32,10,0,0,0,8.83,0,2,0,0,0.0131,0.35744
1,41,45,6,1,1,0,8.83,0,2,0,0,0.0131,0.35744
2,107,23,22,0,0,1,8.83,0,3,0,0,0.0131,0.35744
1,14,30,2,1,0,0,8.83,0,2,0,0,0.0131,0.35744
1,19,327,1,0,0,1,8.83,0,7,0,0,0.0131,0.35744
1,37,27,23,0,0,0,8.83,0,2,0,0,0.0131,0.35744
2,7,18,13,1,1,1,8.83,0,5,0,0,0.0131,0.35744
2,84,21,2,0,1,0,8.83,0,5,0,0,0.0131,0.35744
1,21,48,0,1,1,1,8.83,0,4,1,0,0.0131,0.35744
1,180,36,2,1,1,1,8.83,0,2,1,0,0.0131,0.35744
1,5,24,13,0,0,0,8.83,0,5,0,0,0.0131,0.35744
1,38,64,0,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,206,25,2,0,0,1,8.83,0,5,0,0,0.0131,0.35744
2,95,21,10,1,0,1,8.83,0,1,0,0,0.0131,0.35744
1,92,22,5,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,6,28,5,1,0,1,8.83,1,3,0,0,0.0131,0.35744
1,56,71,3,1,1,1,8.83,0,2,0,0,0.0131,0.0406
2,54,22,13,1,0,0,8.83,0,4,0,0,0.0131,0.35744
2,266,35,21,0,0,0,8.83,0,1,0,0,0.0131,0.35744
1,248,73,0,0,0,1,8.83,0,3,0,0,0.0131,0.35744
2,63,21,23,1,0,0,8.83,0,3,0,0,0.0131,0.35744
2,187,23,1,1,1,0,8.83,0,7,1,0,0.0131,0.35744
1,20,20,10,1,0,1,8.83,0,3,0,0,0.0131,0.35744
1,101,37,10,1,0,0,8.83,0,6,0,0,0.0131,0.35744
1,9,71,8,1,0,0,8.83,0,2,0,0,0.0131,0.35744
1,29,60,0,0,0,1,8.83,0,1,0,0,0.0131,0.35744
1,16,60,11,1,0,1,8.83,0,6,0,0,0.0131,0.0406
1,69,23,11,1,1,0,8.83,0,5,0,0,0.0131,0.0005
1,56,21,1,1,1,1,8.83,0,4,0,0,0.0131,0.35744
1,206,17,10,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,118,21,3,0,0,1,8.83,0,7,0,0,0.0131,0.35744
2,178,17,9,1,1,1,8.83,1,1,0,0,0.0131,0.35744
1,69,30,12,1,0,0,8.83,0,1,0,0,0.0131,0.35744
1,41,88,12,0,0,0,8.83,0,1,0,0,0.0131,0.35744
1,87,39,15,1,1,0,8.83,0,6,0,0,0.0131,0.0406
4,36,21,10,1,0,0,8.83,0,4,0,0,0.0131,0.00064
